94	2	10	11	2	2	2
95	2	10	11	6	2	1
96	2	10	11	3	5	2
97	1	10	11	6	4	1
98	1	10	11	6	3	2
99	1	10	11	5	3	1
100	0	10	11	2	5	2
101	0	10	11	3	2	1
102	0	10	11	5	5	2
103	2	10	11	2	2	1
104	1	10	11	6	3	2
105	2	10	11	2	3	1
106	0	10	11	2	3	2
107	0	10	11	6	4	1
108	1	10	11	2	5	2
109	1	10	11	4	2	1
110	1	10	12	2	2	2
111	0	10	13	2	5	1
112	2	10	14	2	5	2
113	1	15	15	4	5	1
114	0	15	16	5	5	2
115	2	15	17	6	3	1
116	1	15	18	2	2	2
117	0	15	19	2	3	1
118	1	15	4	5	2	2
119	0	15	5	4	5	1
120	1	15	6	5	5	2
121	1	15	7	4	2	1
122	2	15	8	5	3	2
123	2	15	4	6	5	1
124	2	15	5	4	3	2
125	1	15	6	5	4	1
126	1	15	7	5	2	2
127	0	15	8	6	2	1
128	1	15	4	5	4	2
129	0	15	5	3	3	1
130	2	15	6	3	5	2
131	0	15	7	2	3	1
132	0	15	8	4	4	2
133	0	15	4	2	4	1
134	2	15	5	6	5	2
135	2	15	6	6	4	1
136	2	15	7	4	5	2
137	1	15	8	4	2	1
138	1	15	4	3	3	2
139	1	15	5	5	3	2
140	0	15	6	3	4	2
141	1	15	7	6	3	2
142	1	15	8	4	3	2
143	2	15	4	2	4	2
144	0	15	5	4	3	2
145	1	15	6	3	2	2
146	0	15	7	3	5	2
147	0	15	8	5	3	3
148	2	15	4	4	5	3
149	2	15	5	3	3	3
150	1	15	6	6	3	3
151	1	15	7	3	4	3
152	0	15	8	4	3	5
153	0	18	5	4	2	4
154	2	18	5	4	5	4
155	2	18	5	4	5	4
156	1	18	5	6	3	4
157	1	18	5	4	4	4
158	0	18	5	5	3	4
159	0	18	5	2	5	4
160	2	18	5	4	2	4
161	2	18	5	2	5	2
162	1	18	5	2	5	2
163	1	18	5	3	5	2
164	0	18	9	5	2	2
165	0	18	9	3	3	2
166	2	18	9	6	3	2
167	2	18	9	2	2	1
168	1	18	9	3	5	2
169	1	18	9	2	4	2
170	0	18	9	2	4	3
171	0	18	9	2	5	3
172	2	18	9	6	3	3
173	2	18	9	3	4	3
174	0	23	11	5	4	3
175	0	23	12	6	3	1
176	0	23	13	6	5	2
177	0	23	11	3	3	3
178	1	23	12	6	5	1
179	1	23	13	3	5	2
180	1	23	11	4	5	3
181	1	23	12	4	5	1
182	1	23	13	4	2	2
183	2	23	11	3	4	3
184	2	23	12	3	2	1
185	2	23	13	2	5	2
186	2	23	11	4	3	3
187	2	23	12	3	3	1
188	2	23	20	6	4	2
189	0	23	20	5	5	4
190	1	23	20	5	3	5
191	2	23	20	2	2	5
192	0	23	20	4	3	5
193	1	23	20	5	3	4
194	2	23	20	4	5	4
195	0	23	20	4	5	3
196	1	23	20	6	3	5
197	2	23	20	2	4	4
198	0	23	20	4	3	2
199	1	23	20	5	2	3
200	2	23	20	2	2	5
